Number,Index,Lot,pH,Temp,Voltage,Datetime,Defect,DATE_ONLY,pH_abs_diff,pH_roll_mean_3,pH_roll_std_3,pH_acc,Temp_abs_diff,Temp_roll_mean_3,Temp_roll_std_3,Temp_acc,Voltage_abs_diff,Voltage_roll_mean_3,Voltage_roll_std_3,Voltage_acc,gmm_score,gmm_pred,knn_maha_score,knn_maha_pred,iforest_raw_pred,iforest_score,iforest_pred,lof_raw_pred,lof_score,lof_pred,normal_votes,final_label
14601,939,14,2.43,44.95,19.59,2021-09-17 17:51:28,0,2021-09-17,0.5800000000000001,2.1366666666666667,0.29005746557076056,0.8599999999999999,4.760000000000005,42.95666666666667,2.4724346974861278,8.300000000000004,4.039999999999999,17.473333333333333,2.026927066604351,5.77,21.580340857337934,ANOMALY,4.174309197448609,ANOMALY,-1,0.6672931087563918,ANOMALY,-1,1.4499227096255185,ANOMALY,0,ANOMALY
14602,940,14,2.09,41.97,17.91,2021-09-17 17:51:33,0,2021-09-17,0.3400000000000003,2.1233333333333335,0.29143323992525794,-0.9200000000000004,2.980000000000004,42.370000000000005,2.4050779613143547,-7.740000000000009,1.6799999999999997,17.683333333333334,2.0295155415352992,-5.719999999999999,17.683576114862174,ANOMALY,4.502158793998181,ANOMALY,-1,0.5417761248609704,ANOMALY,-1,1.1961672939658299,ANOMALY,0,ANOMALY
14620,958,14,2.43,44.95,19.59,2021-09-17 17:53:03,0,2021-09-17,0.6200000000000001,2.0933333333333337,0.3134219732777729,0.8500000000000001,2.6000000000000014,42.82666666666666,1.9296718201117316,1.4299999999999997,0.14999999999999858,18.893333333333334,1.0793670985041752,-1.6400000000000041,22.54246499071991,ANOMALY,3.77708285442021,ANOMALY,-1,0.5841019245572908,ANOMALY,-1,1.1106187338041464,ANOMALY,0,ANOMALY
14621,959,14,2.17,43.11,15.27,2021-09-17 17:53:08,0,2021-09-17,0.26000000000000023,2.136666666666667,0.3113411847689491,-0.8800000000000003,1.8400000000000034,43.47,1.336861997365462,-4.440000000000005,4.32,18.099999999999998,2.4519991843391775,-4.469999999999999,21.20736600401698,ANOMALY,4.228667928879923,ANOMALY,-1,0.5570027805132131,ANOMALY,-1,1.2326599735721475,ANOMALY,0,ANOMALY
14622,960,14,2.13,40.57,18.56,2021-09-17 17:53:13,0,2021-09-17,0.040000000000000036,2.2433333333333336,0.16289055630493987,0.2200000000000002,2.539999999999999,42.876666666666665,2.199302919866501,-0.6999999999999957,3.289999999999999,17.80666666666667,2.256376150674644,7.609999999999999,14.081886591501522,ANOMALY,3.902249891096692,ANOMALY,-1,0.5073912574471365,ANOMALY,-1,1.31171406790854,ANOMALY,0,ANOMALY
14757,1095,16,2.14,42.9,19.54,2021-09-17 18:05:12,0,2021-09-17,0.30000000000000004,2.0,0.15099668870541508,0.48,0.20000000000000284,40.75,3.898397106504127,-7.050000000000004,2.6999999999999993,18.273333333333333,1.357694123627751,4.300000000000001,30.0439951023394,ANOMALY,4.144904682415425,ANOMALY,-1,0.5120542187944168,ANOMALY,-1,1.1158031033214257,ANOMALY,0,ANOMALY
14832,1170,17,1.93,44.69,12.71,2021-09-17 18:11:48,0,2021-09-17,0.07999999999999985,1.9200000000000002,0.06557438524301995,0.20999999999999974,3.0899999999999963,43.580000000000005,1.7189240820932041,5.939999999999998,4.57,16.363333333333337,3.292147222305417,-2.75,11.226172421383337,ANOMALY,3.3706822082419876,ANOMALY,-1,0.5496570182755458,ANOMALY,-1,1.3880455867197559,ANOMALY,0,ANOMALY
14852,1190,18,1.83,40.22,19.2,2021-09-17 18:13:51,0,2021-09-17,0.040000000000000036,1.8966666666666667,0.08326663997864324,0.07999999999999985,0.9399999999999977,40.693333333333335,0.47003545965529825,-1.3999999999999915,0.4200000000000017,18.013333333333335,2.4281954891098283,-4.820000000000002,13.279822058251892,ANOMALY,2.8436601481062675,ANOMALY,-1,0.49935425281669876,ANOMALY,-1,1.1289975627667448,ANOMALY,0,ANOMALY
14853,1191,18,2.19,40.03,15.24,2021-09-17 18:13:56,0,2021-09-17,0.3599999999999999,1.9633333333333332,0.1973153144926494,0.3999999999999999,0.18999999999999773,40.47,0.6050619802962608,0.75,3.959999999999999,18.02,2.4166919538906857,-3.5399999999999974,11.523327077148839,ANOMALY,2.7000263838388934,ANOMALY,-1,0.5348576045339379,ANOMALY,-1,1.220818469405337,ANOMALY,0,ANOMALY
14870,1208,18,1.94,43.61,15.06,2021-09-17 18:15:21,0,2021-09-17,0.18999999999999995,2.033333333333333,0.095043849529221,-0.29000000000000004,1.6799999999999997,42.56333333333333,0.9130899919139079,1.8999999999999986,2.8100000000000005,14.826666666666668,3.1664543788492097,-9.13,14.13191699426128,ANOMALY,3.5626355412158555,ANOMALY,-1,0.5294682046941654,ANOMALY,-1,1.2140810466333343,ANOMALY,0,ANOMALY
14875,1213,18,2.41,43.46,13.09,2021-09-17 18:15:46,0,2021-09-17,0.25,2.2266666666666666,0.160727512683218,0.19999999999999973,1.1799999999999997,44.17333333333334,0.6274817394421169,-1.3999999999999986,2.59,14.923333333333332,1.5957547848379883,-2.2699999999999996,13.442724956255919,ANOMALY,3.6365147012158565,ANOMALY,-1,0.5456027008186499,ANOMALY,-1,1.2544710987213277,ANOMALY,0,ANOMALY
14876,1214,18,1.98,40.23,17.0,2021-09-17 18:15:51,0,2021-09-17,0.43000000000000016,2.1833333333333336,0.21594752448994128,-0.6800000000000002,3.230000000000004,42.776666666666664,2.283031610235251,-2.0500000000000043,3.91,15.256666666666666,1.98907851361713,6.5,15.336325304893798,ANOMALY,3.989008868104185,ANOMALY,-1,0.5674212234134637,ANOMALY,-1,1.305177711590621,ANOMALY,0,ANOMALY
14877,1215,18,1.84,44.34,15.1,2021-09-17 18:15:56,0,2021-09-17,0.1399999999999999,2.0766666666666667,0.29704096238285604,0.29000000000000026,4.1100000000000065,42.67666666666667,2.16407794067898,7.3400000000000105,1.9000000000000004,15.063333333333333,1.9552578687562756,-5.8100000000000005,22.366407582042047,ANOMALY,4.317507811892072,ANOMALY,-1,0.5909069155407998,ANOMALY,-1,1.4102981167491329,ANOMALY,0,ANOMALY
14931,1269,19,2.05,42.89,15.94,2021-09-17 18:20:49,0,2021-09-17,0.009999999999999787,2.1133333333333337,0.11846237095944559,0.21999999999999975,1.7000000000000028,40.13999999999999,3.3988968798714554,-3.1499999999999915,3.360000000000001,16.383333333333333,2.7222111110884324,-8.750000000000002,22.90198871597475,ANOMALY,4.482295515145896,ANOMALY,-1,0.5298598981193329,ANOMALY,-1,1.1269230463134838,ANOMALY,0,ANOMALY
14947,1285,19,2.12,40.73,19.19,2021-09-17 18:22:09,0,2021-09-17,0.009999999999999787,2.02,0.1819340539866027,-0.3299999999999996,4.190000000000005,42.39666666666667,2.222483595739981,-7.570000000000007,0.6500000000000021,19.096666666666664,0.5163655036244751,1.6700000000000017,12.672682563415059,ANOMALY,2.6700149236387154,ANOMALY,-1,0.511384497290579,ANOMALY,-1,1.1213334870964968,ANOMALY,0,ANOMALY
14963,1301,19,2.19,44.57,19.36,2021-09-17 18:23:29,0,2021-09-17,0.06999999999999984,2.0400000000000005,0.20223748416156662,-0.2400000000000002,0.39000000000000057,43.25666666666666,2.619777344228587,-5.109999999999999,0.17999999999999972,18.623333333333335,1.4346544299354336,-2.75,20.076118993086748,ANOMALY,3.7674878412859862,ANOMALY,-1,0.506060027328755,ANOMALY,-1,1.2189861031219418,ANOMALY,0,ANOMALY
14985,1323,20,1.97,40.03,16.03,2021-09-17 18:25:42,0,2021-09-17,0.010000000000000009,2.12,0.25119713374160924,0.42000000000000015,3.3299999999999983,42.79333333333333,2.528088869745952,-1.6999999999999957,3.6999999999999993,18.166666666666668,1.9154720915046863,-4.690000000000001,19.915355102883748,ANOMALY,4.163865677847691,ANOMALY,-1,0.5347599234480476,ANOMALY,-1,1.3961128031557186,ANOMALY,0,ANOMALY
15030,1368,20,1.81,42.77,18.7,2021-09-17 18:29:27,0,2021-09-17,0.6000000000000001,2.0400000000000005,0.32357379374726886,-1.1100000000000003,2.219999999999999,43.20333333333334,1.6142284018481532,-5.359999999999999,0.03999999999999915,18.516666666666666,0.3527510926040634,-0.6699999999999982,21.834388371490316,ANOMALY,3.3724976643122444,ANOMALY,-1,0.5834894565003116,ANOMALY,-1,1.129314664274319,ANOMALY,0,ANOMALY
15031,1369,20,2.1,41.53,18.31,2021-09-17 18:29:32,0,2021-09-17,0.29000000000000004,2.106666666666667,0.3000555504124751,0.8900000000000001,1.240000000000002,43.09666666666667,1.7529784178173007,0.9799999999999969,0.39000000000000057,18.583333333333332,0.23755701070134713,-0.3500000000000014,17.044890681155184,ANOMALY,3.7992707299960893,ANOMALY,-1,0.510781221194502,ANOMALY,-1,1.2689083781521444,ANOMALY,0,ANOMALY
15089,1427,21,2.3,41.46,13.35,2021-09-17 18:34:43,0,2021-09-17,0.19999999999999973,2.08,0.2306512518934168,-0.060000000000000275,3.0799999999999983,43.15,1.5617618256315573,-4.169999999999995,3.26,15.78,2.139369065869655,-2.49,10.844378078920673,ANOMALY,3.417127965425414,ANOMALY,-1,0.5315537060606761,ANOMALY,-1,1.3344786922213343,ANOMALY,0,ANOMALY
15090,1428,21,2.05,41.39,18.13,2021-09-17 18:34:48,0,2021-09-17,0.25,2.1500000000000004,0.13228756555323296,-0.44999999999999973,0.07000000000000028,42.46333333333334,1.7987866280727596,3.009999999999998,4.779999999999999,16.029999999999998,2.4422121120001026,8.04,12.26246038146968,ANOMALY,3.37670615942014,ANOMALY,-1,0.5082963493453218,ANOMALY,-1,1.23606365101776,ANOMALY,0,ANOMALY
15091,1429,21,2.08,40.62,17.79,2021-09-17 18:34:53,0,2021-09-17,0.03000000000000025,2.143333333333333,0.13650396819629157,0.28000000000000025,0.7700000000000031,41.156666666666666,0.4660829682936514,-0.7000000000000028,0.33999999999999986,16.423333333333332,2.6670083114481167,-5.119999999999999,16.4000853033119,ANOMALY,3.5411287317739295,ANOMALY,-1,0.49617876421711316,ANOMALY,-1,1.3824205379456844,ANOMALY,0,ANOMALY
15220,40,1,2.28,34.16,17.31,2021-09-23 16:23:35,0,2021-09-23,0.46999999999999975,2.0399999999999996,0.23515952032609735,0.6899999999999995,9.540000000000006,39.70666666666667,4.956060263287111,-11.980000000000011,1.1000000000000014,17.666666666666668,0.6439202849214813,-2.2300000000000004,31.60112012582564,ANOMALY,4.178327815034997,ANOMALY,-1,0.6564932593887505,ANOMALY,-1,1.1468661774647921,ANOMALY,0,ANOMALY
15313,133,2,2.16,41.09,19.62,2021-09-23 16:31:42,0,2021-09-23,0.29000000000000004,1.996666666666667,0.1484362938547486,0.3799999999999999,0.8100000000000023,40.693333333333335,0.40525712002787834,1.240000000000002,0.2699999999999996,18.349999999999998,2.437273066359197,-4.620000000000001,15.572384990561778,ANOMALY,2.7191517836099486,ANOMALY,-1,0.4956998170786505,ANOMALY,-1,1.089454271232963,ANOMALY,0,ANOMALY
15315,135,2,1.91,42.42,19.54,2021-09-23 16:31:52,0,2021-09-23,0.42000000000000015,2.1333333333333337,0.21126602503321054,-0.5900000000000001,0.5499999999999972,42.16,0.9665919511355477,-2.4299999999999926,3.210000000000001,18.496666666666666,1.8768146774077852,6.5000000000000036,9.986487382823988,ANOMALY,2.687035218275238,ANOMALY,-1,0.5155136863091915,ANOMALY,-1,1.2159265509294543,ANOMALY,0,ANOMALY
15345,165,3,1.83,44.9,16.08,2021-09-23 16:34:43,0,2021-09-23,0.020000000000000018,1.88,0.06999999999999927,0.08999999999999986,4.809999999999995,42.07,2.515134191251036,5.939999999999991,0.490000000000002,15.473333333333334,1.4953371972011267,-3.2900000000000027,10.531150939348118,ANOMALY,3.07511777916428,ANOMALY,-1,0.5378765805398116,ANOMALY,-1,1.2548042911267534,ANOMALY,0,ANOMALY
15372,192,3,1.84,40.23,15.01,2021-09-23 16:36:59,0,2021-09-23,0.24,1.913333333333333,0.14468356276140418,-0.5,0.1600000000000037,41.68333333333333,2.3800280110396566,3.8799999999999955,0.5,15.969999999999997,1.2549103553640826,1.3800000000000008,15.97910498591705,ANOMALY,3.0057974461638386,ANOMALY,-1,0.5140368193193117,ANOMALY,-1,1.1424736885642408,ANOMALY,0,ANOMALY
15374,194,3,2.41,40.13,15.44,2021-09-23 16:37:09,0,2021-09-23,0.55,2.0366666666666666,0.32347076117221696,0.53,0.269999999999996,40.25333333333333,0.13650396819696461,-0.4399999999999977,3.820000000000002,16.569999999999997,2.339508495389581,-8.070000000000004,22.691691067659573,ANOMALY,4.223543924584314,ANOMALY,-1,0.6294378584069031,ANOMALY,-1,1.3467670750150171,ANOMALY,0,ANOMALY
15375,195,3,1.82,40.47,18.13,2021-09-23 16:37:14,0,2021-09-23,0.5900000000000001,2.03,0.3296968304366908,-1.1400000000000001,0.3399999999999963,40.333333333333336,0.17953644012709477,0.6099999999999923,2.6899999999999995,17.609999999999996,1.96237101486952,6.510000000000002,22.375380649013618,ANOMALY,3.786733590526296,ANOMALY,-1,0.6178234192699045,ANOMALY,-1,1.1913136558885953,ANOMALY,0,ANOMALY
15376,196,3,2.15,40.23,16.82,2021-09-23 16:37:19,0,2021-09-23,0.32999999999999985,2.1266666666666665,0.29569128044860166,0.9199999999999999,0.240000000000002,40.276666666666664,0.17473789896160344,-0.5799999999999983,1.3099999999999987,16.796666666666663,1.3451517882132669,-3.9999999999999982,17.424439430192667,ANOMALY,3.7741168194042842,ANOMALY,-1,0.5702379156422407,ANOMALY,-1,1.4692505878251583,ANOMALY,0,ANOMALY
15417,237,4,2.31,35.37,13.33,2021-09-23 16:41:07,0,2021-09-23,0.16999999999999993,2.15,0.15524174696259968,0.029999999999999805,6.080000000000005,39.11,3.2728580781940293,-7.02000000000001,5.970000000000001,16.073333333333334,3.0142052573329012,-9.680000000000001,21.11227873043833,ANOMALY,4.652640364598199,ANOMALY,-1,0.6802582713151416,ANOMALY,-1,1.0959055774020723,ANOMALY,0,ANOMALY
15418,238,4,2.06,43.8,15.15,2021-09-23 16:41:12,0,2021-09-23,0.25,2.17,0.12767145334803615,-0.41999999999999993,8.43,40.20666666666666,4.3503601383486945,14.510000000000005,1.8200000000000003,15.926666666666668,3.059842043853457,7.790000000000001,29.485871669870054,ANOMALY,4.849263131470441,ANOMALY,-1,0.6355871766813035,ANOMALY,-1,1.115915192370999,ANOMALY,0,ANOMALY
15419,239,4,2.19,40.58,19.54,2021-09-23 16:41:17,0,2021-09-23,0.1299999999999999,2.186666666666666,0.1250333288900726,0.3799999999999999,3.219999999999999,39.916666666666664,4.253966776237593,-11.649999999999999,4.389999999999999,16.006666666666664,3.192402439125321,2.5699999999999985,31.727023207737915,ANOMALY,5.480022202717943,ANOMALY,-1,0.5980395984563202,ANOMALY,-1,1.3645859523354325,ANOMALY,0,ANOMALY
15480,300,5,1.94,41.44,16.3,2021-09-23 16:46:45,0,2021-09-23,0.3700000000000001,2.07,0.2080865204668475,-0.7200000000000002,0.509999999999998,41.23666666666667,0.27024680078258695,0.9200000000000017,0.5400000000000009,16.996666666666666,1.6959461469437456,3.710000000000001,10.542905155794772,ANOMALY,2.660984939746351,ANOMALY,-1,0.5004144553649871,ANOMALY,-1,1.2350505588772402,ANOMALY,0,ANOMALY
15495,315,5,2.31,40.93,15.76,2021-09-23 16:48:00,0,2021-09-23,0.44999999999999996,2.0366666666666666,0.2400694344004108,0.5299999999999998,1.3900000000000006,41.28,0.9165696918401349,-3.1199999999999974,3.67,17.19333333333333,1.9624559443038085,-6.709999999999999,10.074283352554037,ANOMALY,2.629595618481609,ANOMALY,-1,0.5426872520187257,ANOMALY,-1,1.155930273592024,ANOMALY,0,ANOMALY
15555,375,6,2.39,41.64,16.32,2021-09-23 16:53:23,0,2021-09-23,0.3500000000000001,2.0833333333333335,0.2874601421646716,0.13000000000000012,0.3299999999999983,41.47,0.6032412452742554,-1.5,1.1500000000000004,17.133333333333333,2.4724549203844566,5.890000000000001,19.203947238447036,ANOMALY,4.046107493723024,ANOMALY,-1,0.5275816977163514,ANOMALY,-1,1.2266510207505517,ANOMALY,0,ANOMALY
15636,456,7,1.88,40.56,15.52,2021-09-23 17:00:29,0,2021-09-23,0.08000000000000007,1.9533333333333331,0.0702376916856825,-0.020000000000000018,2.5899999999999963,40.02,3.432011072243211,-9.389999999999993,2.280000000000001,16.666666666666668,1.140058478032291,-3.400000000000002,15.474747677151566,ANOMALY,3.888871978327939,ANOMALY,-1,0.501578890267304,ANOMALY,-1,1.3298915951527703,ANOMALY,0,ANOMALY
15637,457,7,2.07,37.09,19.38,2021-09-23 17:00:34,0,2021-09-23,0.18999999999999995,1.97,0.09539392014169286,0.27,3.469999999999999,40.26666666666667,3.040630417090069,-0.8800000000000026,3.8599999999999994,17.566666666666666,1.9405497502855498,6.140000000000001,11.35504530839681,ANOMALY,3.61639199006611,ANOMALY,-1,0.5148572630858613,ANOMALY,-1,1.316108399221802,ANOMALY,0,ANOMALY
15638,458,7,2.01,42.8,18.19,2021-09-23 17:00:39,0,2021-09-23,0.06000000000000005,1.9866666666666664,0.09712534856222158,-0.25,5.709999999999994,40.15,2.8769949600233913,9.179999999999993,1.1899999999999977,17.696666666666662,1.9767228772221235,-5.049999999999997,12.263062617335974,ANOMALY,3.64704604923669,ANOMALY,-1,0.5170496124541665,ANOMALY,-1,1.104371698052625,ANOMALY,0,ANOMALY
15691,511,8,2.44,35.67,18.2,2021-09-23 17:05:24,0,2021-09-23,0.48,2.15,0.2551470164434619,0.5699999999999998,8.89,40.583333333333336,4.518410487476029,-11.93,2.879999999999999,17.243333333333336,1.6656630311480498,5.77,28.33418802063568,ANOMALY,4.069364857572695,ANOMALY,-1,0.666655369060462,ANOMALY,-1,1.1518728182083169,ANOMALY,0,ANOMALY
15693,513,8,2.23,42.65,19.97,2021-09-23 17:05:34,0,2021-09-23,0.3599999999999999,2.1799999999999997,0.2882707061079918,0.9299999999999997,1.1400000000000006,39.943333333333335,3.744453676216779,-4.699999999999996,0.9699999999999989,19.05666666666667,0.8863595959503834,0.16999999999999815,35.10507462997495,ANOMALY,4.679336278508578,ANOMALY,-1,0.5963565093351947,ANOMALY,-1,1.2699260105076136,ANOMALY,0,ANOMALY
15694,514,8,2.19,44.49,15.04,2021-09-23 17:05:39,0,2021-09-23,0.040000000000000036,2.0966666666666662,0.19731531449265022,-0.3999999999999999,1.8400000000000034,42.88333333333333,1.503640027843571,0.7000000000000028,4.93,18.00333333333333,2.6117490946362576,-5.899999999999999,13.567395745800921,ANOMALY,3.048972997618484,ANOMALY,-1,0.5404345300315146,ANOMALY,-1,1.1625543368800408,ANOMALY,0,ANOMALY
15695,515,8,1.85,40.22,17.48,2021-09-23 17:05:44,0,2021-09-23,0.33999999999999986,2.0899999999999994,0.20880613017821126,-0.2999999999999998,4.270000000000003,42.45333333333334,2.1417827465299575,-6.1100000000000065,2.4400000000000013,17.496666666666666,2.465042257920399,7.370000000000001,11.47516569693649,ANOMALY,3.0274255397543235,ANOMALY,-1,0.5529955186954445,ANOMALY,-1,1.2727157016922186,ANOMALY,0,ANOMALY
15854,674,10,2.43,44.95,19.59,2021-09-23 17:19:45,0,2021-09-23,0.4700000000000002,2.2900000000000005,0.28687976575561874,0.9900000000000002,3.710000000000001,43.153333333333336,1.8577495346072188,5.740000000000002,1.1999999999999993,17.746666666666666,2.235538712107966,-1.9300000000000015,24.5603270566365,ANOMALY,4.882020468714616,ANOMALY,-1,0.6215694975125503,ANOMALY,-1,1.2469397466615482,ANOMALY,0,ANOMALY
15855,675,10,1.97,41.04,19.57,2021-09-23 17:19:50,0,2021-09-23,0.4600000000000002,2.1200000000000006,0.26851443164195044,-0.9300000000000004,3.9100000000000037,42.41,2.201976384977829,-7.6200000000000045,0.019999999999999574,19.183333333333334,0.6871195917257475,-1.2199999999999989,16.76678072688266,ANOMALY,3.4585437837168214,ANOMALY,-1,0.5834236878052625,ANOMALY,-1,1.1051521751291036,ANOMALY,0,ANOMALY
15856,676,10,2.15,41.07,18.95,2021-09-23 17:19:55,0,2021-09-23,0.17999999999999994,2.1833333333333336,0.23180451534284796,0.6400000000000001,0.030000000000001137,42.35333333333333,2.2488293250785767,3.940000000000005,0.620000000000001,19.37,0.36386810797324315,-0.6000000000000014,20.84581472350101,ANOMALY,4.046954888661745,ANOMALY,-1,0.5333009609573384,ANOMALY,-1,1.3390941951803668,ANOMALY,0,ANOMALY
15872,692,11,2.42,36.02,17.8,2021-09-23 17:21:36,0,2021-09-23,0.2999999999999998,2.27,0.21213203435596414,0.0,7.43,39.735,5.253803384216045,0.0,2.34,16.630000000000003,1.65462986797652,0.0,13.309141610121113,ANOMALY,5.234914401285185,ANOMALY,-1,0.6479885352596805,ANOMALY,-1,1.2675151671888485,ANOMALY,0,ANOMALY
15919,739,11,2.44,37.44,16.01,2021-09-23 17:25:31,0,2021-09-23,0.6299999999999999,2.05,0.34073450074801664,0.7199999999999998,5.010000000000005,40.96666666666667,3.0669909248860314,-4.45000000000001,3.2099999999999973,17.813333333333333,1.6413510694952929,-4.219999999999995,23.45667625504534,ANOMALY,4.210405216971231,ANOMALY,-1,0.6238807103692362,ANOMALY,-1,1.0976102269604884,ANOMALY,0,ANOMALY
15921,741,11,2.11,40.72,15.86,2021-09-23 17:25:41,0,2021-09-23,0.06999999999999984,2.1966666666666668,0.21361959960016338,0.46999999999999975,3.0900000000000034,40.656666666666666,3.185472230821247,-9.460000000000008,0.29999999999999893,15.81,0.22912878474780962,0.75,21.720298696981118,ANOMALY,4.443964647971458,ANOMALY,-1,0.5745385702407164,ANOMALY,-1,1.2928925342046953,ANOMALY,0,ANOMALY
15964,784,12,1.83,41.78,10.47,2021-09-23 17:29:36,0,2021-09-23,0.0,1.8366666666666667,0.011547005383781016,0.020000000000000018,2.8999999999999986,42.400000000000006,2.0418618954278025,-6.839999999999996,7.65,16.133333333333333,4.9768497398789675,-5.960000000000003,26.469246983687437,ANOMALY,4.392219221335698,ANOMALY,-1,0.6248838354302299,ANOMALY,-1,1.2073047438827533,ANOMALY,0,ANOMALY
15965,785,12,1.85,41.55,15.56,2021-09-23 17:29:41,0,2021-09-23,0.020000000000000018,1.8366666666666667,0.011547005383781016,0.020000000000000018,0.23000000000000398,42.669999999999995,1.7445056606385716,2.6699999999999946,5.09,14.716666666666669,3.8941023783836712,12.74,24.479847229938294,ANOMALY,4.495405062099583,ANOMALY,-1,0.5876441627914116,ANOMALY,-1,1.113753360409754,ANOMALY,0,ANOMALY
15966,786,12,1.91,41.42,15.26,2021-09-23 17:29:46,0,2021-09-23,0.05999999999999983,1.8633333333333333,0.041633319989319836,0.039999999999999813,0.12999999999999545,41.583333333333336,0.18230011885175082,0.10000000000000853,0.3000000000000007,13.763333333333334,2.856052053680635,-5.390000000000001,25.871417548383423,ANOMALY,3.9854462889705813,ANOMALY,-1,0.5258397996389059,ANOMALY,-1,1.3584188595355962,ANOMALY,0,ANOMALY
16005,825,12,2.01,41.48,15.31,2021-09-23 17:33:02,0,2021-09-23,0.41000000000000014,2.15,0.23388031127053083,-0.81,1.6000000000000014,43.176666666666655,1.7470069643058999,0.28999999999999915,2.369999999999999,16.083333333333332,1.38297987452218,-4.789999999999999,12.518923877130678,ANOMALY,3.167716134037968,ANOMALY,-1,0.5085843100312628,ANOMALY,-1,1.088316403003853,ANOMALY,0,ANOMALY
16011,831,13,1.81,40.4,17.32,2021-09-23 17:33:54,0,2021-09-23,0.33999999999999986,2.0500000000000003,0.20880613017821087,-0.2999999999999998,2.6400000000000006,41.28666666666667,1.5184641363342533,-5.259999999999998,5.700000000000001,15.536666666666667,3.3964442190816766,11.750000000000004,15.803100602126754,ANOMALY,4.03136308956517,ANOMALY,-1,0.6016441330591286,ANOMALY,-1,1.1976420282858942,ANOMALY,0,ANOMALY
16059,879,13,2.47,41.98,18.33,2021-09-23 17:37:54,0,2021-09-23,0.4500000000000002,2.126666666666667,0.3043572462310255,0.32000000000000006,1.0700000000000003,40.160000000000004,4.113915409922759,-8.669999999999995,0.240000000000002,17.423333333333332,1.7822831798940715,-3.440000000000003,40.62534569586205,ANOMALY,6.778564207505444,ANOMALY,-1,0.6042008699704382,ANOMALY,-1,1.4045401395506656,ANOMALY,0,ANOMALY
16081,901,14,2.06,43.65,18.78,2021-09-23 17:40:06,0,2021-09-23,0.21999999999999997,2.0966666666666667,0.2768272626265942,0.77,0.35999999999999943,43.099999999999994,1.277145254072533,-2.729999999999997,1.1699999999999982,18.349999999999998,1.8528086787361513,-4.799999999999997,14.614880728464918,ANOMALY,3.809273596016866,ANOMALY,-1,0.5232982029195006,ANOMALY,-1,1.347648882860338,ANOMALY,0,ANOMALY
16144,964,14,2.39,41.64,16.32,2021-09-23 17:45:21,0,2021-09-23,0.25,2.1966666666666668,0.17214335111567275,0.16999999999999993,0.22999999999999687,42.083333333333336,0.5802011145570869,0.6400000000000077,0.25,17.393333333333334,2.079334829538838,3.969999999999999,13.093962692332553,ANOMALY,3.34071892331308,ANOMALY,-1,0.5075638182732299,ANOMALY,-1,1.2306807720346762,ANOMALY,0,ANOMALY
16171,991,15,2.19,44.83,19.37,2021-09-23 17:47:59,0,2021-09-23,0.10999999999999988,2.1366666666666667,0.05507570547286016,0.16999999999999993,0.35999999999999943,43.23,2.4660900226877223,-3.719999999999999,0.18999999999999773,19.62,0.2847806173179565,0.18000000000000327,15.493598123117033,ANOMALY,2.7959102798027984,ANOMALY,-1,0.5121351583380345,ANOMALY,-1,1.1864122963382897,ANOMALY,0,ANOMALY
16180,1000,15,1.83,40.52,17.55,2021-09-23 17:48:44,0,2021-09-23,0.33000000000000007,1.95,0.18248287590894693,-0.6300000000000001,0.1699999999999946,39.18666666666667,2.45809546871829,-4.509999999999991,0.46999999999999886,17.773333333333333,0.2358671942710973,-0.7399999999999984,21.89037891605769,ANOMALY,4.30915037420787,ANOMALY,-1,0.5355465360291805,ANOMALY,-1,1.65074921414047,ANOMALY,0,ANOMALY
16199,1019,15,1.94,42.34,15.96,2021-09-23 17:50:19,0,2021-09-23,0.10999999999999988,2.06,0.3080584360149875,0.69,1.0999999999999943,43.03666666666667,0.6058327602014757,-1.2099999999999937,2.5199999999999996,16.616666666666664,1.63695856188643,-5.59,19.35198580484779,ANOMALY,3.436293743584142,ANOMALY,-1,0.5132420355169711,ANOMALY,-1,1.093865446143242,ANOMALY,0,ANOMALY
16289,1109,17,2.19,44.38,19.15,2021-09-23 17:58:33,0,2021-09-23,0.33999999999999986,1.9633333333333336,0.1962990915244727,0.33999999999999986,1.2000000000000028,43.28,1.05356537528527,0.30000000000000426,5.299999999999999,16.406666666666666,2.654926238774504,7.669999999999998,10.618165849079913,ANOMALY,2.780393032539412,ANOMALY,-1,0.5224763174057444,ANOMALY,-1,1.209952862547476,ANOMALY,0,ANOMALY
16290,1110,17,1.94,43.39,19.26,2021-09-23 17:58:38,0,2021-09-23,0.25,1.9933333333333334,0.1761628034896508,-0.5899999999999999,0.990000000000002,43.65,0.640858798800478,-2.190000000000005,0.11000000000000298,17.42,3.0921998641743715,-5.189999999999996,19.954865297898422,ANOMALY,3.6217572615396976,ANOMALY,-1,0.4960614550392491,ANOMALY,-1,1.2570543255747921,ANOMALY,0,ANOMALY
16300,1120,17,2.15,41.3,19.43,2021-09-23 17:59:28,0,2021-09-23,0.2999999999999998,1.9366666666666668,0.18583146486355162,0.2599999999999998,1.8800000000000026,42.94,1.5341447128612002,-0.7199999999999989,5.58,17.37,3.063135648318568,10.559999999999999,11.117201250139416,ANOMALY,3.246888522417971,ANOMALY,-1,0.5058525278452923,ANOMALY,-1,1.3186966955786954,ANOMALY,0,ANOMALY
